idx,step,amount,isFraud,amount_log,day,hour,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
2170612,351,226308.22,0,12.329662,14,15,False,True,False,False,False
861975,178,44067.18,0,10.693516,7,10,False,True,False,False,False
1374280,236,29265.52,0,10.284234,9,20,False,True,False,False,False
1557236,260,39539.74,0,10.585112,10,20,False,True,False,False,False
2594205,404,240561.1,0,12.390738,16,20,False,True,False,False,False
325013,38,455654.03,0,13.029493,1,14,False,False,False,False,True
558451,135,233694.77,0,12.36178,5,15,False,False,False,False,True
914946,182,118726.87,0,11.684598,7,14,False,False,False,False,True
2500059,398,549467.1,0,13.216708,16,14,False,True,False,False,False
496111,131,210529.98,0,12.257393,5,11,False,True,False,False,False
2695235,567,31479.08,0,10.357142,23,15,False,True,False,False,False
1170982,210,1265271.5,0,14.050799,8,18,False,False,False,False,True
1435887,251,137538.4,0,11.831673,10,11,False,True,False,False,False
1460720,253,88357.47,0,11.389169,10,13,False,True,False,False,False
1663024,281,633790.9,0,13.359478,11,17,False,False,False,False,True
879500,179,146769.45,0,11.896632,7,11,False,True,False,False,False
2660915,522,89212.79,0,11.398802,21,18,False,True,False,False,False
94681,14,195466.22,0,12.183153,0,14,False,True,False,False,False
33214,10,1108916.5,0,13.918896,0,10,False,False,False,False,True
2508524,399,155192.55,0,11.952435,16,15,False,True,False,False,False
2700006,571,135563.06,0,11.817207,23,19,False,False,False,False,True
1128336,206,173696.95,0,12.065079,8,14,False,True,False,False,False
656771,142,123639.35,0,11.725141,5,22,False,True,False,False,False
1014259,188,25276.96,0,10.137728,7,20,False,True,False,False,False
581354,137,101515.04,0,11.527982,5,17,False,False,False,False,True
2278046,370,5233935.5,0,15.4706745,15,10,False,False,False,False,True
1301886,231,25848.19,0,10.160073,9,15,False,True,False,False,False
313484,37,319804.2,0,12.67547,1,13,False,True,False,False,False
2213674,354,1145374.8,0,13.951244,14,18,False,False,False,False,True
1723713,286,127892.71,0,11.758963,11,22,False,False,False,False,True
2311544,373,459483.06,0,13.037862,15,13,False,True,False,False,False
374056,41,444187.34,0,13.004006,1,17,False,True,False,False,False
1873108,307,606788.4,0,13.315939,12,19,False,True,False,False,False
29446,10,50789.01,0,10.835475,0,10,False,True,False,False,False
1650206,280,469592.12,0,13.059624,11,16,False,False,False,False,True
2074684,332,197251.19,0,12.192244,13,20,False,True,False,False,False
2230589,355,141931.7,0,11.863115,14,19,False,True,False,False,False
1531286,258,98275.41,0,11.495549,10,18,False,True,False,False,False
162080,17,82783.89,0,11.324013,0,17,False,True,False,False,False
2593272,404,361958.0,0,12.799289,16,20,False,True,False,False,False
1225203,215,1162.82,0,7.060322,8,23,False,True,False,False,False
2745310,684,139016.81,0,11.842364,28,12,False,True,False,False,False
1724060,286,372022.2,0,12.8267145,11,22,False,True,False,False,False
1774055,300,345003.75,0,12.751316,12,12,False,True,False,False,False
214430,19,123481.88,0,11.7238655,0,19,False,True,False,False,False
1500183,256,34654.48,0,10.45324,10,16,False,True,False,False,False
2327919,374,147745.92,0,11.903263,15,14,False,True,False,False,False
573552,136,260514.6,0,12.470422,5,16,False,True,False,False,False
754424,160,177481.55,0,12.086634,6,16,False,True,False,False,False
2433604,393,17263.25,0,9.756451,16,9,False,True,False,False,False
1531963,258,63279.78,0,11.055353,10,18,False,False,False,False,True
1535377,259,697144.4,0,13.454751,10,19,False,False,False,False,True
1805383,302,127106.08,0,11.752793,12,14,False,True,False,False,False
2482708,397,85256.13,0,11.353438,16,13,False,True,False,False,False
2091359,345,105131.65,0,11.562987,14,9,False,True,False,False,False
2757761,690,399664.47,0,12.898386,28,18,False,False,False,False,True
240337,21,280514.06,0,12.544386,0,21,False,True,False,False,False
1594889,275,217145.78,0,12.288334,11,11,False,True,False,False,False
1394811,238,64124.49,0,11.068613,9,22,False,True,False,False,False
600426,138,234561.48,0,12.365481,5,18,False,True,False,False,False
423093,44,149928.42,0,11.917927,1,20,False,True,False,False,False
959024,185,78946.55,0,11.276551,7,17,False,True,False,False,False
2755491,688,146293.62,0,11.893385,28,16,False,True,False,False,False
2737737,659,3442060.0,0,15.051581,27,11,False,False,False,False,True
444342,45,153201.6,0,11.939523,1,21,False,True,False,False,False
2627870,452,412541.38,0,12.930097,18,20,False,True,False,False,False
2356708,377,195080.05,0,12.181175,15,17,False,True,False,False,False
1788119,301,97710.2,0,11.489781,12,13,False,True,False,False,False
1579413,263,70898.87,0,11.169038,10,23,False,True,False,False,False
2697540,570,72620.9,0,11.193035,23,18,False,True,False,False,False
1315867,232,11663.26,0,9.36437,9,16,False,True,False,False,False
1843036,305,98637.45,0,11.499227,12,17,False,True,False,False,False
389883,42,48930.56,0,10.798199,1,18,False,True,False,False,False
2181425,352,460475.8,0,13.04002,14,16,False,True,False,False,False
2056115,331,146456.19,0,11.894495,13,19,False,True,False,False,False
2406296,380,1082165.0,0,13.894476,15,20,False,False,False,False,True
448642,46,108101.43,0,11.590844,1,22,False,False,False,False,True
2285908,371,331346.12,0,12.710925,15,11,False,True,False,False,False
1432558,251,226292.3,0,12.329592,10,11,False,True,False,False,False
2689461,563,148600.81,0,11.909033,23,11,False,True,False,False,False
178676,18,368675.56,0,12.8176775,0,18,False,False,False,False,True
867448,178,300405.94,0,12.612897,7,10,False,True,False,False,False
929492,183,709914.25,0,13.472902,7,15,False,False,False,False,True
217517,19,174481.44,0,12.069585,0,19,False,True,False,False,False
1416304,250,35133.44,0,10.466966,10,10,False,True,False,False,False
2350179,376,135574.84,0,11.817294,15,16,False,True,False,False,False
2156458,350,239506.83,0,12.386346,14,14,False,True,False,False,False
2248047,356,50692.37,0,10.8335705,14,20,False,True,False,False,False
2132246,348,112946.57,0,11.634687,14,12,False,True,False,False,False
1578438,263,189492.55,0,12.152116,10,23,False,False,False,False,True
1164991,209,54009.96,0,10.896961,8,17,False,True,False,False,False
2085100,334,2886512.8,0,14.875561,13,22,False,False,False,False,True
1183867,211,18223.42,0,9.810573,8,19,False,True,False,False,False
264616,34,339747.62,0,12.735964,1,10,False,True,False,False,False
2485812,397,67155.66,0,11.114799,16,13,False,True,False,False,False
2201772,354,1480191.8,0,14.207684,14,18,False,False,False,False,True
163116,17,103235.11,0,11.544784,0,17,False,True,False,False,False
98487,14,214923.7,0,12.278048,0,14,False,True,False,False,False
2161539,351,60740.9,0,11.014405,14,15,False,True,False,False,False
1811732,303,243333.12,0,12.402195,12,15,False,True,False,False,False
1135422,207,99809.97,0,11.511044,8,15,False,True,False,False,False
25353,9,14954.86,0,9.612926,0,9,False,True,False,False,False
1897337,308,67131.86,0,11.114444,12,20,False,True,False,False,False
1001076,187,176273.8,0,12.079805,7,19,False,True,False,False,False
905716,181,284178.84,0,12.557366,7,13,False,True,False,False,False
1363254,235,592569.4,0,13.292227,9,19,False,False,False,False,True
1104432,205,3463.89,0,8.150724,8,13,False,True,False,False,False
295375,36,323309.22,0,12.686371,1,12,False,True,False,False,False
1137633,207,133436.12,0,11.8013935,8,15,False,True,False,False,False
924926,183,226807.92,0,12.331867,7,15,False,True,False,False,False
1842735,305,19509.79,0,9.878774,12,17,False,True,False,False,False
2317622,373,161117.31,0,11.989901,15,13,False,True,False,False,False
933479,183,29556.96,0,10.294142,7,15,False,True,False,False,False
1981878,326,417838.94,0,12.942856,13,14,False,True,False,False,False
1067771,203,184847.47,0,12.127297,8,11,False,True,False,False,False
821965,164,98252.47,0,11.4953165,6,20,False,True,False,False,False
1306257,231,707924.6,0,13.470096,9,15,False,True,False,False,False
582098,137,3869.64,0,8.261434,5,17,False,True,False,False,False
2523061,400,362074.3,0,12.79961,16,16,False,True,False,False,False
1227151,217,173293.56,0,12.062754,9,1,False,False,False,False,True
1893614,308,668358.6,0,13.412583,12,20,False,False,False,False,True
2686262,548,1711812.6,0,14.353065,22,20,False,False,False,False,True
2255671,357,23573.36,0,10.067957,14,21,False,True,False,False,False
1930881,322,219358.38,0,12.298471,13,10,False,True,False,False,False
311959,37,88691.78,0,11.392945,1,13,False,True,False,False,False
1043076,191,2166791.2,0,14.588758,7,23,False,False,False,False,True
1254644,227,69453.75,0,11.148445,9,11,False,True,False,False,False
1503799,256,388380.4,0,12.869746,10,16,False,False,False,False,True
2607342,405,166905.98,0,12.025198,16,21,False,True,False,False,False
434229,44,21562.07,0,9.978784,1,20,False,True,False,False,False
979731,186,269885.47,0,12.50576,7,18,False,False,False,False,True
1177201,210,164998.48,0,12.013703,8,18,False,True,False,False,False
191689,18,47710.97,0,10.772959,0,18,False,False,False,False,True
2276063,370,1232644.2,0,14.024673,15,10,False,False,False,False,True
1337494,234,129097.84,0,11.768341,9,18,False,True,False,False,False
1967605,325,206548.56,0,12.2383,13,13,False,True,False,False,False
2742670,681,57102.14,0,10.952632,28,9,False,True,False,False,False
2275320,370,1232021.1,0,14.024168,15,10,False,False,False,False,True
2643065,496,168066.97,0,12.032129,20,16,False,True,False,False,False
960232,185,162684.05,0,11.9995775,7,17,False,True,False,False,False
954916,185,37586.4,0,10.534451,7,17,False,True,False,False,False
2606824,405,75222.78,0,11.228236,16,21,False,True,False,False,False
1064142,202,174964.1,0,12.072348,8,10,False,True,False,False,False
1782141,301,176814.75,0,12.08287,12,13,False,True,False,False,False
266907,34,178855.52,0,12.094345,1,10,False,True,False,False,False
1070913,203,637524.3,0,13.365351,8,11,False,False,False,False,True
1704895,284,136245.52,0,11.822228,11,20,False,True,False,False,False
643102,140,24434.98,0,10.103853,5,20,False,True,False,False,False
557251,135,75926.43,0,11.237547,5,15,False,True,False,False,False
303999,36,276301.38,0,12.529255,1,12,False,True,False,False,False
306657,36,402094.3,0,12.904447,1,12,False,True,False,False,False
915792,182,108947.61,0,11.59864,7,14,False,True,False,False,False
1532939,258,399373.56,0,12.897657,10,18,False,True,False,False,False
2400718,380,3064.5,0,8.028292,15,20,False,True,False,False,False
1642214,279,91120.26,0,11.419957,11,15,False,True,False,False,False
101760,14,32810.28,0,10.398559,0,14,False,True,False,False,False
2627442,451,216053.05,0,12.283289,18,19,False,True,False,False,False
1792597,301,226303.53,0,12.329641,12,13,False,True,False,False,False
708828,156,127177.9,0,11.753358,6,12,False,True,False,False,False
708766,156,192587.72,0,12.168318,6,12,False,True,False,False,False
2655665,522,203028.3,0,12.22111,21,18,False,True,False,False,False
236798,20,314083.5,0,12.65742,0,20,False,True,False,False,False
2003660,328,261034.5,0,12.472416,13,16,False,True,False,False,False
926442,183,259128.12,0,12.465086,7,15,False,False,False,False,True
1677422,282,155569.58,0,11.954862,11,18,False,False,False,False,True
1979892,326,101323.16,0,11.52609,13,14,False,True,False,False,False
792394,162,16586.45,0,9.716462,6,18,False,True,False,False,False
415711,43,87034.3,0,11.374081,1,19,False,False,False,False,True
2517054,400,229902.95,0,12.345421,16,16,False,True,False,False,False
2361092,377,489460.66,0,13.101064,15,17,False,False,False,False,True
2167707,351,308522.72,0,12.639557,14,15,False,True,False,False,False
1403747,249,87746.95,0,11.382236,10,9,False,True,False,False,False
2716120,594,423948.6,0,12.957373,24,18,False,False,False,False,True
148985,16,47199.65,0,10.762184,0,16,False,True,False,False,False
2319391,373,524041.72,0,13.169331,15,13,False,True,False,False,False
2273709,370,189065.23,0,12.149858,15,10,False,True,False,False,False
1596922,275,1668.31,0,7.4207644,11,11,False,True,False,False,False
1546936,259,30091.25,0,10.312057,10,19,False,True,False,False,False
1426710,251,63713.01,0,11.062176,10,11,False,True,False,False,False
2516675,400,365766.2,0,12.809755,16,16,False,True,False,False,False
2523924,400,23871.12,0,10.080508,16,16,False,True,False,False,False
652494,141,1719742.2,0,14.357686,5,21,False,False,False,False,True
2324376,374,165232.7,0,12.015122,15,14,False,True,False,False,False
365101,41,14840.93,0,9.605279,1,17,False,True,False,False,False
191654,18,233478.16,0,12.360852,0,18,False,True,False,False,False
1460824,253,1755691.4,0,14.378374,10,13,False,False,False,False,True
196515,19,168335.69,0,12.033728,0,19,False,True,False,False,False
1179311,210,125527.3,0,11.740294,8,18,False,True,False,False,False
600301,138,793475.6,0,13.584181,5,18,False,False,False,False,True
2063985,332,104346.77,0,11.555494,13,20,False,True,False,False,False
2202734,354,378083.12,0,12.842875,14,18,False,True,False,False,False
1187011,211,325531.25,0,12.69322,8,19,False,True,False,False,False
1778069,300,64492.22,0,11.074331,12,12,False,True,False,False,False
2500017,398,111293.91,0,11.619947,16,14,False,True,False,False,False
1706630,284,87826.52,0,11.3831415,11,20,False,True,False,False,False
149660,16,2913.36,0,7.977749,0,16,False,True,False,False,False
2195838,353,196600.23,0,12.188938,14,17,False,True,False,False,False
1720254,285,278569.5,0,12.53743,11,21,False,True,False,False,False
2165743,351,490544.88,0,13.103276,14,15,False,True,False,False,False
2253894,357,207563.39,0,12.243202,14,21,False,True,False,False,False
1857720,306,398760.5,0,12.896121,12,18,False,True,False,False,False
1544727,259,110440.7,0,11.612252,10,19,False,True,False,False,False
2720728,595,129651.11,0,11.772617,24,19,False,True,False,False,False
1927749,322,415082.62,0,12.936237,13,10,False,True,False,False,False
1400536,249,389614.53,0,12.872918,10,9,False,True,False,False,False
317513,37,656117.25,0,13.394098,1,13,False,True,False,False,False
2639291,492,162718.38,0,11.999788,20,12,False,True,False,False,False
2296172,372,127549.13,0,11.756272,15,12,False,True,False,False,False
2601894,405,98739.78,0,11.500263,16,21,False,False,False,False,True
2702945,585,86871.2,0,11.372205,24,9,False,True,False,False,False
1409991,250,228063.98,0,12.33739,10,10,False,True,False,False,False
1249920,227,85011.26,0,11.350562,9,11,False,True,False,False,False
2050404,331,238117.48,0,12.3805275,13,19,False,True,False,False,False
1285156,229,580205.06,0,13.27114,9,13,False,True,False,False,False
1293106,230,172996.6,0,12.061039,9,14,False,True,False,False,False
2359903,377,1761190.5,0,14.381502,15,17,False,False,False,False,True
1354892,235,98302.22,0,11.495822,9,19,False,True,False,False,False
1064348,202,55993.51,0,10.933027,8,10,False,True,False,False,False
711421,157,229541.81,0,12.343849,6,13,False,True,False,False,False
1256074,227,94482.92,0,11.456196,9,11,False,True,False,False,False
530190,133,237228.31,0,12.376787,5,13,False,True,False,False,False
1330117,233,283135.28,0,12.553687,9,17,False,True,False,False,False
1558335,260,349656.62,0,12.764712,10,20,False,True,False,False,False
2309995,373,226682.17,0,12.331313,15,13,False,True,False,False,False
652876,141,167137.9,0,12.026587,5,21,False,True,False,False,False
1986089,326,1213958.2,0,14.009398,13,14,False,False,False,False,True
633519,140,268906.12,0,12.502125,5,20,False,False,False,False,True
304431,36,360548.03,0,12.795386,1,12,False,True,False,False,False
809650,163,48357.92,0,10.786427,6,19,False,True,False,False,False
1454396,253,143575.23,0,11.874628,10,13,False,True,False,False,False
1223672,215,55870.6,0,10.930829,8,23,False,True,False,False,False
63447,12,266948.75,0,12.49482,0,12,False,True,False,False,False
1225430,216,216000.72,0,12.283047,9,0,False,True,False,False,False
1374719,236,128556.27,0,11.764137,9,20,False,True,False,False,False
1883235,307,176564.56,0,12.081453,12,19,False,True,False,False,False
871294,179,1366152.8,0,14.127511,7,11,False,False,False,False,True
1003728,187,466.08,0,6.148639,7,19,False,False,False,False,True
684361,155,302909.34,0,12.621196,6,11,False,True,False,False,False
1777289,300,212869.6,0,12.268444,12,12,False,True,False,False,False
2264698,360,196584.98,0,12.18886,15,0,False,False,False,False,True
2440246,394,169378.02,0,12.0399,16,10,False,True,False,False,False
1395872,239,994433.4,0,13.809931,9,23,False,False,False,False,True
1335414,234,326469.72,0,12.696098,9,18,False,True,False,False,False
361570,40,328231.88,0,12.701482,1,16,False,True,False,False,False
2111593,347,122588.46,0,11.716604,14,11,False,True,False,False,False
404618,43,436169.3,0,12.98579,1,19,False,True,False,False,False
383285,42,101946.42,0,11.532223,1,18,False,True,False,False,False
2318501,373,153034.48,0,11.938432,15,13,False,True,False,False,False
712655,157,38786.15,0,10.56587,6,13,False,True,False,False,False
1981734,326,172397.83,0,12.057571,13,14,False,True,False,False,False
491235,131,83170.32,0,11.32867,5,11,False,True,False,False,False
2001179,327,22254.36,0,10.010383,13,15,False,True,False,False,False
2762958,692,21786.58,0,9.989141,28,20,False,True,False,False,False
1728564,287,539926.94,0,13.199193,11,23,False,False,False,False,True
2091685,345,152144.8,0,11.932601,14,9,False,True,False,False,False
455044,93,45584.76,0,10.727373,3,21,False,True,False,False,False
2166392,351,145479.88,0,11.887807,14,15,False,True,False,False,False
1864262,306,29290.18,0,10.285076,12,18,False,True,False,False,False
2435083,393,364858.1,0,12.807269,16,9,False,True,False,False,False
1221031,214,24058.83,0,10.088341,8,22,False,True,False,False,False
1834276,305,26959.75,0,10.202174,12,17,False,True,False,False,False
730749,158,34535.39,0,10.449798,6,14,False,True,False,False,False
223943,20,94890.08,0,11.460496,0,20,False,True,False,False,False
593835,137,33692.33,0,10.425085,5,17,False,True,False,False,False
105502,14,360973.97,0,12.796567,0,14,False,True,False,False,False
1965246,325,90001.61,0,11.407605,13,13,False,True,False,False,False
1475452,254,221947.45,0,12.3102045,10,14,False,True,False,False,False
998517,187,128669.75,0,11.76502,7,19,False,False,False,False,True
151880,16,104560.37,0,11.557539,0,16,False,True,False,False,False
2356778,377,247326.47,0,12.418472,15,17,False,True,False,False,False
1297177,230,135147.83,0,11.814139,9,14,False,True,False,False,False
661819,145,189263.16,0,12.150905,6,1,False,True,False,False,False
845220,167,143749.67,0,11.875843,6,23,False,True,False,False,False
1619223,277,72339.14,0,11.189148,11,13,False,True,False,False,False
1834788,305,94012.15,0,11.4512005,12,17,False,True,False,False,False
43324,11,265404.22,0,12.489017,0,11,False,False,False,False,True
58146,11,255143.34,0,12.449589,0,11,False,True,False,False,False
2010620,328,136483.78,0,11.823976,13,16,False,True,False,False,False
367079,41,847771.8,0,13.65037,1,17,False,False,False,False,True
1746429,298,15720094.0,0,16.57045,12,10,False,False,False,False,True
724763,158,138494.7,0,11.838602,6,14,False,True,False,False,False
2283581,371,67699.01,0,11.122856,15,11,False,True,False,False,False
571453,136,244558.0,0,12.407216,5,16,False,True,False,False,False
1739495,298,171014.52,0,12.049516,12,10,False,True,False,False,False
1844702,305,262521.78,0,12.478097,12,17,False,True,False,False,False
1109160,205,96410.2,0,11.476388,8,13,False,True,False,False,False
732470,158,336208.34,0,12.7254925,6,14,False,True,False,False,False
563770,135,84743.03,0,11.347403,5,15,False,True,False,False,False
1176569,210,980116.6,0,13.795429,8,18,False,False,False,False,True
2261229,358,91820.81,0,11.427616,14,22,False,True,False,False,False
1522947,258,4819.28,0,8.480795,10,18,False,True,False,False,False
941564,184,131002.54,0,11.782988,7,16,False,False,False,False,True
2349495,376,6794.13,0,8.824109,15,16,False,True,False,False,False
1284547,229,314655.22,0,12.659239,9,13,False,True,False,False,False
2603853,405,70206.59,0,11.159226,16,21,False,True,False,False,False
2196896,353,151100.5,0,11.925714,14,17,False,True,False,False,False
1584997,274,75391.34,0,11.230474,11,10,False,True,False,False,False
2550433,402,192666.12,0,12.168724,16,18,False,True,False,False,False
1766647,300,412751.2,0,12.930605,12,12,False,True,False,False,False
543631,134,152572.52,0,11.935409,5,14,False,True,False,False,False
1382638,236,214826.08,0,12.277594,9,20,False,True,False,False,False
2590992,404,321824.16,0,12.6817665,16,20,False,True,False,False,False
1947845,323,215469.05,0,12.280581,13,11,False,True,False,False,False
2149499,350,1370561.9,0,14.130733,14,14,False,False,False,False,True
2547807,402,2641618.2,0,14.786903,16,18,False,False,False,False,True
2569372,403,226124.69,0,12.328851,16,19,False,True,False,False,False
1934271,322,77762.92,0,11.261446,13,10,False,True,False,False,False
332848,38,210907.61,0,12.259185,1,14,False,True,False,False,False
1980679,326,179615.08,0,12.098582,13,14,False,True,False,False,False
1204053,212,114429.57,0,11.647733,8,20,False,True,False,False,False
1881910,307,188365.0,0,12.146148,12,19,False,True,False,False,False
867662,179,190639.33,0,12.158149,7,11,False,True,False,False,False
2618599,422,235700.1,0,12.370324,17,14,False,True,False,False,False
1958466,324,16246.95,0,9.695784,13,12,False,True,False,False,False
422412,44,362416.4,0,12.800554,1,20,False,True,False,False,False
796352,163,104197.15,0,11.554059,6,19,False,True,False,False,False
388380,42,857413.1,0,13.661677,1,18,False,False,False,False,True
2284014,371,468495.5,0,13.057286,15,11,False,False,False,False,True
2431050,393,271908.25,0,12.513227,16,9,False,True,False,False,False
1216942,213,105716.44,0,11.568535,8,21,False,True,False,False,False
1702794,283,117403.87,0,11.673392,11,19,False,False,False,False,True
1213736,212,59554.12,0,10.994675,8,20,False,True,False,False,False
2483133,397,227520.05,0,12.335003,16,13,False,True,False,False,False
1551998,259,139026.38,0,11.842433,10,19,False,True,False,False,False
2330691,374,90973.7,0,11.418347,15,14,False,True,False,False,False
707141,156,32642.37,0,10.393428,6,12,False,True,False,False,False
770391,161,369414.4,0,12.81968,6,17,False,True,False,False,False
2055735,331,72260.79,0,11.188065,13,19,False,True,False,False,False
433295,44,358231.6,0,12.78894,1,20,False,False,False,False,True
2539398,401,206207.34,0,12.236648,16,17,False,False,False,False,True
609333,138,89749.18,0,11.404797,5,18,False,True,False,False,False
424861,44,93595.67,0,11.446761,1,20,False,False,False,False,True
2673189,542,657032.6,0,13.395492,22,14,False,False,False,False,True
47495,11,172799.62,0,12.059899,0,11,False,True,False,False,False
582975,137,91535.08,0,11.4244995,5,17,False,True,False,False,False
909353,181,61382.46,0,11.024912,7,13,False,True,False,False,False
2563207,402,161946.95,0,11.995036,16,18,False,True,False,False,False
2574037,403,247387.77,0,12.41872,16,19,False,True,False,False,False
2052732,331,167907.31,0,12.031179,13,19,False,True,False,False,False
837394,165,349256.56,0,12.763568,6,21,False,True,False,False,False
1973939,325,938354.6,0,13.751885,13,13,False,False,False,False,True
1346371,234,450489.28,1,13.018094,9,18,False,True,False,False,False
847199,168,49080.4,0,10.801256,7,0,False,False,False,False,True
2385886,379,356314.94,0,12.783576,15,19,False,True,False,False,False
169636,17,60896.96,0,11.016972,0,17,False,True,False,False,False
2587597,404,283440.9,0,12.554766,16,20,False,True,False,False,False
1719043,285,253533.84,0,12.44326,11,21,False,True,False,False,False
826261,164,27947.12,0,10.238141,6,20,False,True,False,False,False
1381438,236,140957.33,0,11.856227,9,20,False,True,False,False,False
1245926,226,402286.4,0,12.904924,9,10,False,True,False,False,False
947654,184,1222381.8,0,14.016314,7,16,False,False,False,False,True
2240896,356,128382.21,0,11.762783,14,20,False,True,False,False,False
2052757,331,197008.1,0,12.19101,13,19,False,False,False,False,True
413931,43,59116.48,0,10.987299,1,19,False,True,False,False,False
300752,36,170738.28,0,12.047899,1,12,False,True,False,False,False
1695228,283,55709.27,0,10.9279375,11,19,False,True,False,False,False
1664538,281,230375.73,0,12.347476,11,17,False,True,False,False,False
2071514,332,83817.98,0,11.336427,13,20,False,True,False,False,False
1129218,207,126649.73,0,11.749196,8,15,False,True,False,False,False
1969681,325,196850.03,0,12.1902075,13,13,False,True,False,False,False
1068427,203,622644.0,0,13.341734,8,11,False,True,False,False,False
1614753,276,11790.78,0,9.375243,11,12,False,True,False,False,False
2263681,359,305955.06,0,12.6312,14,23,False,True,False,False,False
2691505,564,196838.52,0,12.190149,23,12,False,True,False,False,False
1963897,324,107257.55,0,11.583007,13,12,False,True,False,False,False
1539395,259,116279.16,0,11.663766,10,19,False,True,False,False,False
1005924,187,267588.0,0,12.497211,7,19,False,True,False,False,False
2054858,331,746637.56,0,13.523338,13,19,False,False,False,False,True
185267,18,126716.69,0,11.749725,0,18,False,True,False,False,False
763944,161,307426.53,0,12.635998,6,17,False,True,False,False,False
1646942,279,150219.95,0,11.919869,11,15,False,False,False,False,True
1061357,202,275337.97,0,12.525762,8,10,False,True,False,False,False
988485,186,227742.52,0,12.335979,7,18,False,True,False,False,False
1780340,300,158680.52,0,11.974661,12,12,False,True,False,False,False
350825,40,91342.03,0,11.422388,1,16,False,False,False,False,True
1853009,306,309379.47,0,12.64233,12,18,False,True,False,False,False
1259116,227,104749.96,0,11.559351,9,11,False,True,False,False,False
736893,159,450498.16,0,13.018114,6,15,False,True,False,False,False
1637209,278,470683.4,0,13.061945,11,14,False,True,False,False,False
390349,42,212534.67,0,12.26687,1,18,False,True,False,False,False
2179290,352,188880.34,0,12.14888,14,16,False,True,False,False,False
1148362,208,97969.77,0,11.4924345,8,16,False,True,False,False,False
2551610,402,330826.2,0,12.709354,16,18,False,False,False,False,True
586500,137,537619.9,0,13.194911,5,17,False,True,False,False,False
1697816,283,158882.02,0,11.97593,11,19,False,True,False,False,False
1304735,231,22864.0,0,10.037406,9,15,False,True,False,False,False
511138,132,98091.02,0,11.493671,5,12,False,True,False,False,False
523141,132,100495.52,0,11.517888,5,12,False,True,False,False,False
2217550,354,320471.44,0,12.677555,14,18,False,True,False,False,False
1318738,232,42891.1,0,10.666467,9,16,False,True,False,False,False
2204722,354,570609.0,0,13.254463,14,18,False,False,False,False,True
437517,44,336440.3,0,12.726182,1,20,False,True,False,False,False
336221,38,257114.12,0,12.457283,1,14,False,False,False,False,True
2216312,354,639266.7,0,13.36808,14,18,False,False,False,False,True
635042,140,180095.4,0,12.1012535,5,20,False,False,False,False,True
895333,180,211986.55,0,12.264288,7,12,False,False,False,False,True
2172339,351,255143.22,0,12.449588,14,15,False,True,False,False,False
2093113,345,880549.2,0,13.688303,14,9,False,False,False,False,True
335336,38,1090634.9,0,13.902272,1,14,False,False,False,False,True
1555301,260,1643.95,0,7.406073,10,20,False,True,False,False,False
874999,179,123433.36,0,11.723473,7,11,False,True,False,False,False
2421522,382,291237.8,0,12.5819025,15,22,False,True,False,False,False
2575990,403,163915.42,0,12.007118,16,19,False,True,False,False,False
341383,39,111644.94,0,11.623096,1,15,False,False,False,False,True
1282455,229,138948.7,0,11.841874,9,13,False,True,False,False,False
1901044,308,171915.62,0,12.05477,12,20,False,True,False,False,False
2339114,375,281502.53,0,12.547904,15,15,False,True,False,False,False
1935275,322,158722.3,0,11.974924,13,10,False,True,False,False,False
1216449,213,14395.4,0,9.574803,8,21,False,True,False,False,False
1634569,278,35259.09,0,10.470535,11,14,False,False,False,False,True
854685,177,169615.97,0,12.041304,7,9,False,True,False,False,False
1025265,188,7446.3,0,8.915741,7,20,False,True,False,False,False
1744000,298,285045.12,0,12.56041,12,10,False,True,False,False,False
439047,45,313429.53,0,12.655336,1,21,False,False,False,False,True
12138,9,225942.9,0,12.328047,0,9,False,True,False,False,False
368642,41,27065.16,0,10.206077,1,17,False,True,False,False,False
233072,20,437092.53,0,12.987905,0,20,False,True,False,False,False
808090,163,51351.3,0,10.846484,6,19,False,True,False,False,False
224790,20,100571.4,0,11.518643,0,20,False,True,False,False,False
1840716,305,212736.95,0,12.267821,12,17,False,True,False,False,False
1191769,211,12664.78,0,9.446738,8,19,False,True,False,False,False
2448106,394,207047.05,0,12.240711,16,10,False,True,False,False,False
330037,38,511527.38,0,13.145161,1,14,False,True,False,False,False
644320,140,88935.45,0,11.395689,5,20,False,True,False,False,False
2742293,681,91205.81,0,11.420896,28,9,False,True,False,False,False
2223968,355,63005.14,0,11.051003,14,19,False,True,False,False,False
1349988,235,425837.12,0,12.961817,9,19,False,False,False,False,True
291910,36,81730.73,0,11.31121,1,12,False,True,False,False,False
590726,137,332771.56,0,12.715218,5,17,False,True,False,False,False
2507766,399,11798.67,0,9.375912,16,15,False,True,False,False,False
761139,160,11785.92,0,9.37483,6,16,False,True,False,False,False
600694,138,262078.67,0,12.476408,5,18,False,True,False,False,False
754389,160,104844.37,0,11.560251,6,16,False,True,False,False,False
2756886,690,195846.6,0,12.185097,28,18,False,True,False,False,False
692377,155,131305.7,0,11.785298,6,11,False,True,False,False,False
600001,138,545557.44,0,13.209567,5,18,False,False,False,False,True
819412,164,119285.34,0,11.689291,6,20,False,True,False,False,False
1169260,210,210176.44,0,12.2557125,8,18,False,True,False,False,False
